 district|block|cluster|schoolid|schoolname|category|gender|medium_of_inst|address|area|pincode|landmark|busroutes
 bangalore|south-2|arundhathinagar|33080|GKMPS ARUNDATHINAGAR|Model Primary|co-ed|kannada|13th Cross, Arundathi Nagar, Bangalore|Chandra Layout|560072|Near Chandra Layout Bus Stop|61 A, 61 G
 bangalore|south-2|arundhathinagar|33082|GKMPS NAYANDAHALLI|Model Primary|co-ed|kannada|Mysore Road, Nayandahalli Post, Bangalore|Nayandahalli|560039|Near Vishwa Bharathi High School|222, 223, 224, 225, 226
 bangalore|south-2|arundhathinagar|33083|GUHPS ARUNDATHINAGAR|Upper Primary|co-ed|urdu|12th Cross, 1St Stage, Arundathi Nagar, Bangalore|Chandra Layout|560072|Beside Kamar Masjid|61 A, 61 G, 61 J, 75 D, 59 F
 bangalore|south-2|arundhathinagar|33084|GUHPS GANGONDANAHALLI|Upper Primary|co-ed|urdu|6th Main Road, 6th Cross, Ahmed Nagar, Nayandhalli Post, Bangalore|Gangondanahalli|560072|Near Government Hospital (G.G. Halli)|59 D, 87 B, 222, 223
 bangalore|south-2|arundhathinagar|33085|GUHPS PANTHARAPALYA|Upper Primary|co-ed|urdu|Mysore Road, Nayandahalli Post, Bangalore|Nayandahalli|560039|Near Muddurramma Temple & Umar Farud Masjid|222, 223, 224, 225, 226
 bangalore|south-3|yellukunte|32644|GKHPS YELLUKUNTE|Upper Primary|co-ed|kannada|Bommanahalli Post, S--3|Yellukunte|560068|Near Mangammanapalya|348 J
 bangalore|south-3|beratena agrahara|33096|GKHPS BERATENA AGRAHARA|Upper Primary|co-ed|kannada|Electronic City Post, S-3, Hosur Main Road|Beratena Agrahara|560100|Behind Beratena Agrahara Bus Stop|360, 365, 341, 347
 bangalore|south-4|doddakanneli|32189|GKHPS KODATHI|Upper Primary|co-ed|kannada|Karmel Ram Post, Sarjapura Main Road|Kodathi|560035|Near Kodathi Bus Stop|342 Q, 342 A-Z
 bangalore|north-4|chikkajala|33253|GKLPS BYNAHALLI|Lower Primary|co-ed|kannada|Chikkajala Post, Jala Hobli, Bangalore|Bynahalli|562157|Beside Anjaneya Swamy Temple|281 D
 bangalore|north-4|chikkajala|33254|GKLPS CHIKKANAHALLI|Lower Primary|co-ed|kannada|B.K.Halli Post, Jala Hobli, Bangalore|Chikkanahalli|562149|Opposite Byraveshwara Swamy Temple|281 G, 291 L, 401 L
 bangalore|north-4|chikkajala|33255|GKLPS HUTTANAHALLI|Lower Primary|co-ed|kannada|Chikkajala Post, Jala Hobli, Bangalore|Huttanahalli|562157|Beside Cremation Ground|282, 282 B, 401 Y
 bangalore|north-4|chikkajala|33256|GKLPS KOLIPURA|Lower Primary|co-ed|kannada|B.K. Halli Post, Jala Hobli, Bangalore|Kolipura|562157|Infront Kolipura School Bus Stop|282 B, 401 Y
 bangalore|north-4|chikkajala|33259|GKLPS MEESAGANAHALLI|Lower Primary|co-ed|kannada|B.K. Halli Post, Jala Hobli, Bangalore|Meesaganahalli|562157|Beside Gopal Swamy Temple|282 B, 401 Y,
 bangalore|north-4|chikkajala|33260|GKLPS RANGASWAMY CAMP|Lower Primary|co-ed|kannada|1st Main Road, Chikkajala Post, Jala Hobli, Bangalore|Rangaswamy Camp|562157|Near Ganesha & Mariyamma Temple|281 K
 bangalore|north-4|chikkajala|33261|GKLPS SHETTIGERE|Lower Primary|co-ed|kannada|Doddajala Post, Jala Hobli, Bangalore|Shettigere|562157|Beside Maramma Temple|281, 281 G, 281 F, 401 J
 bangalore|north-4|chikkajala|33263|GKHPS CHIKKAJALA|Upper Primary|co-ed|kannada|Devanahalli Main Road, Chikkajala Post, Jala Hobli, Bangalore|Chikkajala|562157|Beside Chikkajala Grama Panhayath Office|298 M, 281, 281 E, 281 F, 401 J
 bangalore|north-4|chikkajala|33266|GKHPS TARABANAHALLI|Upper Primary|co-ed|kannada|Chikkajala Post, Jala Hobli, Bangalore|Tarabanahalli|562157|Infront Ashwath Katte|299, 299 E
 bangalore|north-4|dodda bylagere|32285|GKLPS HURALI CHIKKANAHALLI|Lower Primary|co-ed|kannada|T.B.Post, Dasanpura Hobli, Hesaraghatta Road||560090|Near Hurali Chikanahalli Bus Stop|253 J, 253 F, 253 K, 251 B
 bangalore|north-4|dodda bylagere|32291|GKLPS THAMMARASANAHALLI|Lower Primary|co-ed|kannada|T.B.Post, Hesaraghatta Hobli|||Near Thammarasanahalli Bus Stop|253 W
 bangalore|north-4|hunasamaranahalli|32476|GKLPS KODAGALAHATTI|Lower Primary|co-ed|kannada|Hunasamarahalli Post, Jala Hobli|Kodagalahatti|562157|Beside Anjaneya Swamy Temple|282 A, 282 G
 bangalore|north-4|hunasamaranahalli|32478|GKLPS SUGGATTA|Lower Primary|co-ed|kannada|Hunasamarnahalli Post, Jala Hobli, Bangalore|Suggatta|562127|Near Ashwath Katte|283 A
 bangalore|north-4|hunasamaranahalli|32479|GKLPS VIDYANAGARA CROSS|Lower Primary|co-ed|kannada|Betta Halasuru Post, Chikkajala Hobli, North 4, Devanahalli Main Road|Vidyanagar Cross|562157|Near Vidya Nagar Cross Bus Stop|298 M
 bangalore|north-4|hunasamaranahalli|32483|GKHPS HOSAHALLI|Upper Primary|co-ed|kannada|Hunasamarahalli Post, Jala Hobli|Hosahalli|562157|Infront Hosahalli Bus Stop|282 A
 bangalore|north-4|hunasamaranahalli|32485|GKHPS SONNAPANAHALLI|Lower Primary|co-ed|kannada|Bettahalasuru Main Road, Bettahalasuru Post, Jala Hobli, Bangalore|Sonnapanahalli|562157|Near Sonnapanahalli Bus Stop|283, 283 E, 407 L
 bangalore|north-4|khudregere|32667|GKHPS NAGARURU|Upper Primary|co-ed|kannada|Dasanapura Post, Dasanapura Hobli, Bangalore North|Nagaruru|562123|Near Maramma Devi Temple|255 B
 bangalore|north-4|khudregere|32668|GKHPS SHIVANAPURA|Upper Primary|co-ed|kannada|Shivanapura Post, Dasanapura Hobli, Bangalore North|Shivanapura|562123|Opposite Rudrappa Swamy Temple & Ashwath Katte|258 F
 bangalore|north-4|mathahalli|33245|GKLPS AGRAHARAPALYA|Lower Primary|co-ed|kannada|Mathahalli Post, Dasanapura Hobli, N-4|Agraharapalya|562123|Beside Eshwara temple|
 bangalore|north-4|mathahalli|33248|GKLPS GOVINDAPURA|Lower Primary|co-ed|kannada|Mathahalli Post, Dasanapura Hobli, N-4|Govindapura|562123|Opposite Govindapura Bus Stop|255 H
 bangalore|north-4|mathahalli|33249|GKLPS HOSAHALLI PALYA|Lower Primary|co-ed|kannada|Mathahalli Post, Dasanapura Hobli, N-4|Hosahallipalya|562123|Near Ashwath Katte|253 P
 bangalore|north-4|yelehanka new town|32885|GKLPS ATTURU LAYOUT|Lower Primary|co-ed|kannada|1st Main Road, Atturu Main Road, Atturu Post|Atturu Layout|560106|Behind Atturu Layout Bus Stop|402 R, 402 H
 bangalore|north-4|yelehanka new town|32887|GKLPS JPN NAGARA|Lower Primary|co-ed|kannada|Yelahanka Post, N-4|J.P.N. Nagar|560106|Near S.Costs Bus Stop|
 bangalore|south-2|arundhathinagar|33078|GKHPS NAGARABAVI|Upper Primary|co-ed|kannada|Manasa Nagar 3rd Main Road, 2nd Cross|Nagarbhavi|560072|Near Nagarbhavi Bus Stop|
 bangalore|south-2|chamarajpet|32135|GUMPS PADARAYANAPURA|Model Primary|co-ed|urdu|Corporation Building,9th Main Road,JJR Nagar last Bus Stop|Gori Palya|560018|Behind JJR Nagar Police Station|155,T4,56
 bangalore|south-4|varthur|32895|GULPS BELLANDUR|Lower Primary|co-ed|urdu|Bellanduru Post, Varthuru Hobli|Bellanduru|560103|Near Bellanduru Bus Stop|341
 bangalore|south-3|konanakunte|32458|GKLPS SARAKKI AGRAHARA|Lower Primary|co-ed|kannada|jp nagar 1st phase|bangalore|560076|anjaneya temple|
 bangalore|south-3|konanakunte|32462|GKMPS PUTTENAHALLI|Model Primary|co-ed|kannada||bangalore|560078|puttenahalli j p nagar 7 th phase|
 bangalore|south-1|uttara halli|32816|GKHPS CHANDRANAGAR|Upper Primary|co-ed|kannada|karimara swami badavane 2nd stage 11th main road|bangalore|566067|police station|
 bangalore|south-3|gottigere|32355|GTLPS TULASIPURA|Lower Primary|co-ed|tamil||bangalore|999999||
 bangalore|south-3|gottigere|32354|GKMPS NEKARARA COLONY|Model Primary|co-ed|kannada||bangalore|560083||
 bangalore|south-3|lalbagh siddapura|33123|GUMPS SHANTHINAGAR|Model Primary|co-ed|urdu||bangalore|560027||
 bangalore|south-1|uttara halli|32822|GUHPS FAYAZABAD|Upper Primary|co-ed|urdu|||560078||
 bangalore|north-3|pottery town|32688|GKHPS  JAI BHARTHA NAGAR|Upper Primary|co-ed|kannada|3 cross jai bharthi nagara maruti sevs nagar post||560033|rama temple|
 bangalore|south-3|gottigere|32356|GKHPS NS PALYA|Upper Primary|co-ed|kannada|6th Cross, 3rd Main Road, NS Palya, B.T.M.Layout 2nd Stage, Bangalore|NS Palya|560076|Near NS Palya Bus Stop|244
 bangalore|south-1|hosakerehalli|32745|GULPS KUMARASWAMY LAYOUT|Lower Primary|co-ed|urdu|Fayaza Bad, J.P. Ngar Post, Kanaka Nagar|Kumara Swamy Layout|560078|Near Advocater Home|0
 bangalore|south-3|beratena agrahara|33095|GKLPS KALENA AGRAHARA|Lower Primary|co-ed|kannada|Kalena Agrahara, SOS Post, Bannerghatta Road|||Poorva Punorama Apartment|366, 365, 367
 bangalore|south-3|yediur|33111|GKMPS YEDIUR|Model Primary|co-ed|kannada|S. Kariyappa Road, Kanakapura Main Road, 6th Block Jayanagar|Yediyur|560082|Opposite Yediyur Bus Stop|211
 bangalore|south-3|lalbagh siddapura|33120|GUHPS SRK GARDEN|Upper Primary|co-ed|urdu|1st Main Road, 3rd Cross, S.R.K. Garden,Tilak Nagar|S.R.K Nagar|560041|Near Masjid - E - Husna|
 bangalore|south-1|huluvenahalli|33044|GKLPS GOLLAHALLI (GANAPATHIHALLI)|Lower Primary|co-ed|kannada|chikkanahalli p tavarekere h|bangalore|562130|chandrappa circle|
 bangalore|north-3|pottery town|32692|GTHPS JAIBHARATHNAGAR|Upper Primary|co-ed|tamil|3 cross jai bharthi nagara maruthi seva nagara||560033|ram temple|
 bangalore|north-1|machohalli|32750|GKHPS KG LAKKENAHALLI|Upper Primary|co-ed|kannada|Laxmipura Post, Dasanpura Hobli|K.G.Lakenahalli|562123||
 bangalore|north-1|machohalli|32751|GKHPS KITTHANAHALLI|Upper Primary|co-ed|kannada|Kitthana Halli Post, Dasanpura Hobli|Kitthana Halli|562130|Opposite Kitthana Halli Bus Stop|245E, 245B, 245K
 bangalore|north-1|machohalli|32752|GKHPS MACHOHALLI|Upper Primary|co-ed|kannada|Bapa Village Post, Dasanpura Hobli|Machohalli|560091|Opposite Machohalli Bus Stop|240, 240 A, 240 B, 240 D, 240 E
 bangalore|north-1|machohalli|32754|GKHPS RAVUTHANAHALLI|Upper Primary|co-ed|kannada|Kitthana Halli Post, Dasanpura Hobli|Ravuthana Halli|562130|Near Ravuthana Halli Bus Stop|245K, 245F, 245H
 bangalore|north-1|machohalli|32755|GKLPS AVERAHALLI|Lower Primary|co-ed|kannada|Shiva Halli Post, Dasanpura Hobli|Averahalli|562130|Near Averahalli Bus Stop|254K
 bangalore|north-1|machohalli|32756|GKLPS BAIYANDANAHALLI|Lower Primary|co-ed|kannada|Kadaba Gere Post, Dasanpura Hobli|Baiyandana Halli|562130|Near Baiyandana Halli Bus Stop|245H, 245Q
 bangalore|north-1|machohalli|32757|GKLPS BETTAHALLI|Lower Primary|co-ed|kannada|Kadaba Gere Post, Dasanpura Hobli|Betta Halli|562130|Near Betta Halli Bus Stop|245D
 bangalore|north-1|machohalli|32758|GKLPS BYLAKONENAHALLI|Lower Primary|co-ed|kannada|Laxmipura Post, Dasanpura Hobli|Bylakonehalli|562123|Near Bylakonehalli Bus Stop|240 E
 bangalore|north-1|machohalli|32759|GKLPS DEVINANJAYYANAPALYA|Lower Primary|co-ed|kannada|Kitthana Halli Post, Dasanpura Hobli|Devinaya Nanjayuana Playa|562130|Near Devinaya Nanjayuana Playa Bus Stop|245L
 bangalore|north-1|machohalli|32760|GKLPS GARUDACHARPALYA|Lower Primary|co-ed|kannada|Kadabagere Post, Dasanpura Hobli|Garudachar Palya|562130|Near Garudachar Palya Bus Stop|242 N
 bangalore|north-1|machohalli|32762|GKLPS GOWDAHALLI|Lower Primary|co-ed|kannada|Shivana Halli Post, Dasanpura Hobli|Gowdahalli|562130|Near Gowdahalli Bus Stop|245D
 bangalore|north-1|machohalli|32764|GKLPS KENGENAHALLI|Lower Primary|co-ed|kannada|Shivana Halli Post, Dasanpura Hoblli|Kengena Halli|562130|Near Kengena Halli Bus Stop|245H
 bangalore|north-1|machohalli|32766|GKLPS VADDARAHALLI|Lower Primary|co-ed|kannada|Kadaba Gere Post, Dasanpura Hobli|Vadara Halli|562130|Near Vadara Halli Bus Stop|245Q, 245D
 bangalore|north-1|mallasandra|33281|GKHPS KAMMAGONDANAHALLI|Upper Primary|co-ed|kannada|Kammagondana Halli Post|Kammagondana Halli|560015|Behind Kammagondana Halli Water Tank|
 bangalore|north-1|sondekoppa|33302|GKHPS HULLEGOWDANAHALLI|Upper Primary|co-ed|kannada|Nelamangala Post, Dasanpura Hobli, Bangalore North 1|Hullegowdanahalli|562123|Behind Hullegowdanahalli Bus Stop|245 H
 bangalore|north-4|byatarayanapura|32170|GKHPS HEBBAL KEMPAPURA|Upper Primary|co-ed|kannada||Hebblakempa pura|560024||287C,G,S
 bangalore|north-4|abbigere|33226|GKHPS SHETTIHALLI|Upper Primary|co-ed|kannada|Jalahalli West Post, N-4|Shettyhalli|560090|Near Shettyhalli Bus Stop|273 B
 bangalore|north-4|byatarayanapura|32171|GKHPS HENNUR|Upper Primary|co-ed|kannada|Hennur Grama, Kalyan Nagar Post|Hennur|560043|Opp Anjeneya Swamy Temple|290292293294
 bangalore|north-4|dodda bylagere|32278|GKHPS DODDA BYLAKERE|Upper Primary|co-ed|kannada|Hesaragatta main road,shivakotte post|Doddabyalakere|560089||266M,407
 bangalore|north-4|dodda bylagere|32284|GKLPS BILIJAJI|Lower Primary|co-ed|kannada|Hesaraghatta Post, Hesaraghatta Hobli, N-4|Bilijaaji|560088|Near Hesaraghatta Bus Stop|407 D, 253 F, 253 D, 253 K
 bangalore|south-3|madivala|32551|GKHPS KSRP KORAMANGALA|Upper Primary|co-ed|kannada|Sarjapura Ring Road, K.S.R.P.Police Quatres, Koramangala, Bangalore|Koramangala|560034|Near Koramangala Bus Stop|G3, 171, K3
 bangalore|south-3|madivala|32550|GKHPS JAKKASANDRA|Upper Primary|co-ed|kannada|1st Main Road, Jakkasandra, Koramangala 1st Block, Ring Road, Bangalore|Jakkasandra|560034|Opposite Jakkasandra Bus Stop|G3, 171, K3
 bangalore|south-3|byarsandra|32146|GKHPS SUDDAGUNTEPALYA|Upper Primary|co-ed|kannada|1st Main Road, 1st Cross, D.R.C. Post|Suddagunte Palya|560029|Near Anjaneya Temple|
 bangalore|south-3|lalbagh siddapura|33116|GKLPS GULBARGA SLUM|Lower Primary|co-ed|kannada|Byrasandra, Jayanagar 3rd Block, 1st Main Road, 1st Cross, Bangalore|Gulbarga Slum|560011|Near Byarasandra Bus Stop|24, 25, 60
 bangalore|south-3|byarsandra|32144|GKMPS DAIRY COLONY|Upper Primary|co-ed|kannada|Hosur Main Road, Bangalore|Dairy Colony|560029|Near Muneshwara Temple Bus Stop|360
 bangalore|south-3|madivala|32561|GULPS ADUGODI|Lower Primary|co-ed|urdu|2nd Main Road, 3rd E Cross, Nanjappa Layout, Bangalore|Adugodi|560030|Opposite S.N.High School|360
 bangalore|south-3|madivala|32556|GKMPS MARAPPA ADUGODI|Model Primary|co-ed|kannada|M.A.R.P Lane, Adugodi Quarters, Bangalore|Adugodi|560030|Near Adugodi Police Quarters|171
 bangalore|south-3|madivala|32552|GMHPS MUNICHINNAPPA ADUGODI|Model Primary|co-ed|kannada|New Mico Road, 2nd Main Road, Bangalore|Adugodi|560030|Behind Adugodi Bus Stop|171
 bangalore|south-3|lalbagh siddapura|33118|GKMPS WILSON GARDEN|Model Primary|co-ed|kannada|4th Main Road, 10th Cross, Wilson Garden, Bangalore|Wilson Garden|560027|Near Wilson Garden Bus Stop|
 bangalore|south-3|lalbagh siddapura|33115|GKHPS KSRTC SHANTHINAGAR|Upper Primary|co-ed|kannada|KSRTC Quarters, Vinayaka Nagar, 1st Main Road, 1st Cross, Bangalore|Shanthi Nagar|560027|Near Hindu Rudra Bhumi|
 bangalore|south-2|arundhathinagar|33081|GKMPS ATTIGUPPE|Model Primary|co-ed|kannada|Vijaya Nagar Main Road|Attiguppe|560040|Beside Attiguppe Bus Stop|60, 61, 61 A, 61 D, 61 G, 61 H
 bangalore|south-3|lalbagh siddapura|33119|GTHPS PUDUPURACHARYA|Upper Primary|co-ed|tamil|Long Fort Cross Road, Shanthi Nagar, Nanjappa Circle, Bangalore|Puduparacherry|560027|Near Shanthi Nagar Bus Stop|
 bangalore|south-2|chamarajpet|32129|GTHPS OLD FORT|Upper Primary|co-ed|tamil|K.R.Road, Chamrajpete Post, Bangalore|Chamarajpet|560018|Compound Inside GKHPS Old Fort|58, 59, 15 E, 31, 31 E, 210
 bangalore|south-2|chamarajpet|32124|GKHPS JANATHA COLONY|Upper Primary|co-ed|kannada|1st Main Road, 3rd Cross, Janatha Colony, S-2|Janatha Colony (Old Guddadahalli)|560026|Near Old Guddadahalli Bus Stop|54, 154
 bangalore|south-2|hosahalli|32254|GUHPS SHAMANNAGARDEN|Upper Primary|co-ed|urdu|7th Main Road, New Guddadahalli, Billah Masjid Pipeline Road, Bangalore|Shammanna Garden|560026|Building Inside Bismillah Masjid|222, 223, 224, 225, 226
 bangalore|south-4|jeevan bheema nagar|32398|GUMPS ISLAMPURA|Model Primary|co-ed|urdu|1st Cross, 1st Main Road, Ananya Palya|Islampura|560017|Near HAL Bus Stop|330, 335
 bangalore|south-4|rammurthynagar|33313|GKHPS NAGAVARAPALYA|Upper Primary|co-ed|kannada|Nagavara Palya Main Road, 12th Cross, Muthyalamma Temple Road, C.V.Raman Nagar Post, Bangalore|Nagavara Palya|560093|Near Benniganahalli Bus Stop|311, 317, 314, 315
 bangalore|north-2|malleswaram|33174|GKMPS MALLESWARAM CIRCLE|Upper Primary|co-ed|kannada|6th Cross, Margosa Road, Bangalore|Malleshwaram|560003|Behind G.U.H.P.S Malleshwaram Circle & Near K.C.General Hospital|95 A, 258 C, 271 C
 bangalore|north-2|malleswaram|33175|GKMPS SUBEDHAR PALYA|Model Primary|co-ed|kannada|1st Main Road, 2nd Cross, Yeshwanthpura, Bangalore|Subedharpalya|560022|Near Church|
 bangalore|south-4|thanisandra|32788|GKHPS BABUSAHIB PALYA|Upper Primary|co-ed|kannada|Anjaneya Swamy Temple Road, Kalyan Nagar Post, Bangalore|Babu Sab Palya|560043|Beside Anjaneya Swamy Temple|500, 600
 bangalore|north-3|kaval byrasandra|33157|GUHPS GANDHI NAGAR|Upper Primary|co-ed|urdu|7th Cross, Arabic College Post, K.G.Halli, Bangalore|Gandhi Nagar|560045|Beside Fathima Masjid|290
 bangalore|south-4|thanisandra|32792|GKLPS CHELKERE|Lower Primary|co-ed|kannada|Kalyan Nagar Post, bangalore|Chellakere|560043|infront Big Water Tank (Over Tank) And Infront Rehna Clinic|500, 600
 bangalore|north-4|yelehanka new town|32886|GKLPS CHIKKABOMMASANDRA|Lower Primary|co-ed|kannada|Slum Board, G.K.V.K Post|Chikka Bommasandra|560065|Near Maruthi Yuvakara Seva Sangha|401
 bangalore|north-4|yelehanka new town|32891|GKHPS YELAHANKA 4TH PHASE|Upper Primary|co-ed|kannada|2nd Main|Yelahanka 4th Phase|560106|Near Bus Stop 4th Phase|402B
 bangalore|north-4|maralukunte|33195|GKLPS GOPALAPURA|Lower Primary|co-ed|kannada|Bagalur To Budigere Main Road, Bagalur Post, Chikkajala Hobli, Bangalore North|Gopalapura|562149|Near Gopalapura Bus Stop|289
 bangalore|north-4|maralukunte|33196|GKLPS M. HOSAHALLI|Lower Primary|co-ed|kannada|Bagalur To Budigere Main Road, Budigere Post, Chikkajala Hobli, Bangalore North||562149|Near M.Hosahalli Bus Stop|289
 bangalore|south-3|gottigere|32357|GULPS MADEENA NAGAR|Lower Primary|co-ed|urdu|16th Main Road, 21st Cross, B.T.M.Layout 2nd Stage, Bangalore|B.T.M.Layout|560076|Next B.T.M.Layout Tahira Garment|0
 bangalore|north-4|kakolu|32570|GKHPS CHOKKANAHALLI (KAKOLU)|Upper Primary|co-ed|kannada|Harker Post, Hesaraghatta Hobli|Chokkanahalli|560089|Near Aswath Katte|285T, 406
 bangalore|north-4|maralukunte|33198|GKLPS MARASANDRA|Lower Primary|co-ed|kannada|Marasandra|Marasandra|560049|Near Marasandra Bus Sstop|289L, 293J
 bangalore|north-4|agrahara layout|33218|GKHPS KOGILU|Upper Primary|co-ed|kannada|Yelahanka Post, Bangalore North|Kogilu|560064|Near Kogilu Bus Stop|290E
 bangalore|south-1|ganapathi halli|32106|GKHPS DODDAMARANAHALLI|Upper Primary|co-ed|kannada|Chunchanaguppe Post, Tavarekere Hobli|Doddamaranahalli|562130|Opposite Doddamaranahalli Bus Stop|227 R, 227 N
 bangalore|south-1|ganapathi halli|32114|GKHPS GOPALANAGARA|Upper Primary|co-ed|kannada|Ramohalli Post, Thavarekere Hobli, Bangalore|Gopalnagar|560060|Near Gopalnagar Bus Stop|227 T
 bangalore|south-1|ganapathi halli|32118|GKLPS PUNUGUMARANAHALLI|Lower Primary|co-ed|kannada|Chunchanaguppe Post, Tavarekere Hobli|Punugamaranahalli|562130|Opposite Trans Former|377
 bangalore|south-1|ganapathi halli|32119|GKLPS PURADAPALYA|Lower Primary|co-ed|kannada|Tavarekere Post, Tavarekere Hobli, Bangalore|Puradapalya|562130|Near Chamundeshwari Temple|242 K, 242 H
 bangalore|south-1|huluvenahalli|33041|GKHPS MADAPATTANA|Upper Primary|co-ed|kannada|Chunchaguppe Post,Tavarekere hobli|Madapattana|562130|Opp Madapattana Bus Stop|227L,242H
 bangalore|south-1|huluvenahalli|33048|GKLPS KURUBARAPALYA|Lower Primary|co-ed|kannada|Chunchana Guppe Post,Tavarekere Hobil|KurubaraPalya|562130||242V,227N,h,U,V
 bangalore|south-1|huluvenahalli|33049|GKLPS MAYASANDRA|Lower Primary|co-ed|kannada|Chikkanahalli Post, Thaverekere Hobli|Mayasandra|562130|Near Mayasandra Bus Stop|227 A
 bangalore|south-1|huluvenahalli|33050|GKLPS SHANTHINAGARA|Lower Primary|co-ed|kannada|Chikana Halli Post,Tavarekere Hobil|Shanthi Nagar|562130|Opp Shanthi Nagar Bus Stop|242W,227V,227Z,227A
 bangalore|south-3|begur|32009|GKLPS YELENAHALLI|Lower Primary|co-ed|kannada|Begur Post,Begur Hobli|Elenahalli|560068|Next Elenahalli Bus Stop|344C,344A,345
 bangalore|south-1|huluvenahalli|33052|GKLPS BASAMMANAHALLI|Lower Primary|co-ed|kannada|Chikkanahalli Post, Thaverekere Hobli|Basammanahalli|562130|Infront Basammanahalli Bus Stop|227 K
 bangalore|south-2|chamarajpet|32133|GUMPBS FAROOQNAGAR|Model Primary|co-ed|urdu|JJR Nagar Main Road,Hosa Halli Main Road|Faruqia Nagar|560018|Behind JJR Nagar Police Station|155,T4,56
 bangalore|south-1|kaggalipura|32727|GKLPS NETTIGERE|Lower Primary|co-ed|kannada|Kanakapura Main Road, Bohlare Post, Uttarahalli Hobli, Bangalore South|Nettigere|560082|Opp Nettigere Bus Stop|213A, 213N
 bangalore|south-1|kaggalipura|32732|GKHPS O B CHOODANAHALLY|Upper Primary|co-ed|kannada|Kanakapura Main Road|D.B.Chudahalli|560082|Right Side Anjaneya Temple|211C
 bangalore|south-1|kaggalipura|32735|GKHPS KAGGALIPURA COLONY|Upper Primary|co-ed|kannada|Kagglipura Harijana Colony, Kagglipura Grama Panchayathi, Bangalore South|Kagglipura Colony|560082|Near Ayurvedic Hospital|216
 bangalore|south-1|hosakerehalli|32740|GKHPS HOSAKEREHALLI|Upper Primary|co-ed|kannada|4th Main, BSK 3rd Stage, Hosakerehalli Bus Stop|Hosakerehalli|560085|Opposite Hosakerehalli Bus Stop|13 J, 34, 43 B
 bangalore|south-1|uttara halli|32824|GKHPS GUBBALALA|Upper Primary|co-ed|kannada|Subramanyapura Post|Gubbalala|560061|Opp Sri Rama Temple|
 bangalore|south-1|vajara halli|32864|GKHPS VAJARAHALLI|Upper Primary|co-ed|kannada|Thalaghattapura Post, Kanakapura Mian Road|Vajarahalli|560062|Holiday Village Road|211, 212, 213
 bangalore|south-1|vajara halli|32867|GKHPS AGARA|Upper Primary|co-ed|kannada|Thataguni Post|Agara|560062|Agara Last Stop|212
 bangalore|south-1|vajara halli|32872|GKLPS DODDIPALYA|Lower Primary|co-ed|kannada|G.Gollahalli Post, Kengeri Post, S-1|Doddipalya|560060|Near Devigere Bus Stop|228 D, 229 D, 219
 bangalore|south-1|huluvenahalli|33038|GKHPS BYALALU|Upper Primary|co-ed|kannada|Chunchanguppe Post, Thavarekere Hobli|Byalalu|562130|Near Maramma Temple & Ashwath Katte|227 A, 227 V, 242 M
